Quadrant	0
0	1	2	3	5.0
28	33	30	42	2.0
28	33	31	41	2.0
28	33	31	42	3.0
28	33	31	43	2.0
28	33	32	42	2.0
28	33	32	43	5.0
28	34	28	42	2.0
28	34	29	41	2.0
28	34	30	44	2.0
28	34	30	45	2.0
28	34	31	44	2.0
28	34	32	43	3.0
28	34	32	44	3.0
28	35	29	42	2.0
28	35	29	47	2.0
28	35	30	45	2.0
28	35	31	46	2.0
28	36	28	45	4.0
28	36	30	47	2.0
28	37	26	46	2.0
29	30	32	36	4.0
29	30	33	36	3.0
29	31	34	38	4.0
29	31	34	39	2.0
29	32	34	39	6.0
29	32	34	40	2.0
29	33	32	42	2.0
29	33	33	43	2.0
29	33	34	40	4.0
29	34	31	42	3.0
29	34	31	44	2.0
29	34	32	43	2.0
29	34	33	44	2.0
29	35	29	42	4.0
29	35	31	42	3.0
29	35	31	45	3.0
29	36	28	45	2.0
29	36	29	45	3.0
29	37	31	45	2.0
29	38	30	47	2.0
30	32	34	38	2.0
30	32	34	39	2.0
30	32	35	39	2.0
30	33	34	40	5.0
30	35	30	42	2.0
30	35	32	43	2.0
30	35	32	44	2.0
30	36	28	44	2.0
30	36	32	46	4.0
30	36	33	44	2.0
30	37	31	46	4.0
30	37	31	47	3.0
30	37	32	45	3.0
30	38	30	47	2.0
30	38	31	47	2.0
31	33	34	39	2.0
31	33	35	39	3.0
31	33	36	40	2.0
31	34	34	40	3.0
31	36	32	44	2.0
31	36	33	44	2.0
31	37	29	44	2.0
31	37	33	45	3.0
31	37	33	46	2.0
31	37	33	48	2.0
31	37	34	46	2.0
31	37	34	48	3.0
31	37	35	45	2.0
31	38	32	45	3.0
31	38	32	47	5.0
31	38	34	47	2.0
31	38	34	48	3.0
32	33	36	40	2.0
32	33	37	39	2.0
32	34	36	41	2.0
32	37	33	45	2.0
32	37	34	45	2.0
32	38	32	47	2.0
32	38	33	46	2.0
32	38	33	47	2.0
32	38	34	47	2.0
32	38	35	48	4.0
32	38	36	48	2.0
32	39	35	48	4.0
33	34	36	40	2.0
33	34	37	40	3.0
33	34	37	42	2.0
33	34	38	39	3.0
33	35	37	42	2.0
33	36	37	43	3.0
33	37	35	45	2.0
33	37	37	44	2.0
33	38	34	45	2.0
33	38	35	45	2.0
33	38	36	47	3.0
33	38	36	48	2.0
33	38	37	48	2.0
33	39	36	48	2.0
33	39	36	49	2.0
33	39	37	48	2.0
34	35	40	41	2.0
34	36	38	43	3.0
34	36	39	44	3.0
34	37	36	44	5.0
34	37	37	44	2.0
34	37	39	45	4.0
34	38	36	44	2.0
34	38	36	45	4.0
34	39	36	48	3.0
34	39	36	49	2.0
34	39	37	47	2.0
34	39	37	48	5.0
35	36	38	43	2.0
35	37	38	43	3.0
35	37	41	45	2.0
35	37	41	46	2.0
35	38	37	44	2.0
35	38	40	46	6.0
35	39	39	48	2.0
36	37	40	43	2.0
36	37	41	43	4.0
36	37	42	45	3.0
36	37	43	45	4.0
36	38	40	46	2.0
36	38	41	46	4.0
36	38	42	45	6.0
36	38	42	46	2.0
36	38	42	47	2.0
36	39	40	46	4.0
36	39	42	47	5.0
37	38	42	46	3.0
37	38	43	45	12.0
37	38	43	47	2.0
37	38	44	45	6.0
37	39	42	46	13.0
37	39	42	47	7.0
37	39	43	46	4.0
37	39	43	47	5.0
37	39	43	48	4.0
38	39	42	46	4.0
38	39	43	45	4.0
38	39	43	46	13.0
38	39	44	45	3.0
38	39	44	46	28.0
38	39	45	46	2.0
Quadrant	1
0	1	2	3	4.0
0	1	2	4	202.0
0	1	2	5	58.0
0	1	2	6	5.0
0	1	2	8	1.0
0	1	3	4	195.0
0	1	3	5	19.0
0	2	2	5	28.0
0	2	2	6	41.0
0	2	2	7	17.0
0	2	3	5	7.0
0	2	3	6	4.0
0	2	3	7	8.0
0	3	2	6	1.0
0	3	2	7	8.0
0	3	2	8	16.0
0	3	2	9	22.0
0	3	2	10	5.0
0	3	3	7	9.0
0	3	3	8	1.0
0	3	3	9	1.0
0	3	3	10	2.0
0	4	2	7	1.0
0	4	2	8	1.0
0	4	2	9	1.0
0	4	2	10	7.0
0	4	2	11	3.0
0	4	2	12	7.0
0	4	2	14	1.0
0	4	3	8	1.0
0	4	3	10	12.0
0	4	3	11	1.0
0	4	3	12	1.0
0	5	2	10	1.0
0	5	2	11	5.0
0	5	2	12	23.0
0	5	2	13	14.0
0	5	2	14	8.0
0	5	2	15	3.0
0	5	3	11	2.0
0	5	3	13	1.0
0	6	2	12	3.0
0	6	2	13	6.0
0	6	2	14	34.0
0	6	2	15	22.0
0	6	2	16	5.0
0	6	2	17	2.0
0	6	3	14	1.0
0	7	2	14	4.0
0	7	2	15	17.0
0	7	2	16	18.0
0	7	2	17	3.0
0	7	2	18	2.0
0	7	2	19	4.0
0	7	2	20	3.0
0	8	2	16	2.0
0	8	2	17	4.0
0	8	2	18	5.0
0	8	2	19	5.0
0	8	2	20	8.0
0	8	2	21	6.0
0	8	2	23	1.0
0	8	3	18	1.0
0	9	2	19	9.0
0	9	2	20	3.0
0	9	2	21	2.0
0	9	2	22	6.0
0	9	2	25	2.0
0	10	2	21	5.0
0	10	2	22	4.0
0	10	2	23	2.0
0	10	2	24	1.0
0	10	2	25	3.0
0	11	2	22	4.0
0	11	2	23	1.0
0	12	2	24	1.0
0	13	2	28	2.0
0	13	3	29	1.0
0	13	3	31	1.0
0	16	2	31	1.0
0	16	2	38	1.0
0	17	2	38	1.0
0	17	2	40	1.0
0	18	2	39	1.0
0	19	2	40	1.0
0	20	2	40	1.0
1	2	2	4	1.0
1	2	2	5	8.0
1	2	2	6	12.0
1	2	2	7	1.0
1	2	3	4	2.0
1	2	3	5	35.0
1	2	3	6	25.0
1	2	3	7	8.0
1	2	4	5	7.0
1	2	4	6	14.0
1	2	4	7	2.0
1	3	2	6	24.0
1	3	2	7	16.0
1	3	2	8	7.0
1	3	2	10	1.0
1	3	3	6	16.0
1	3	3	7	75.0
1	3	3	8	34.0
1	3	3	9	1.0
1	3	3	10	1.0
1	3	4	6	5.0
1	3	4	7	16.0
1	3	4	8	1.0
1	4	2	7	10.0
1	4	2	8	16.0
1	4	2	9	32.0
1	4	2	10	13.0
1	4	2	11	3.0
1	4	3	8	18.0
1	4	3	9	24.0
1	4	3	10	23.0
1	4	3	11	8.0
1	4	4	9	4.0
1	4	4	10	2.0
1	5	2	9	4.0
1	5	2	10	25.0
1	5	2	11	24.0
1	5	2	12	14.0
1	5	2	14	1.0
1	5	3	9	3.0
1	5	3	10	14.0
1	5	3	11	29.0
1	5	3	12	13.0
1	5	3	13	12.0
1	5	3	14	1.0
1	6	2	11	13.0
1	6	2	12	32.0
1	6	2	13	3.0
1	6	2	14	13.0
1	6	2	15	7.0
1	6	2	16	4.0
1	6	3	11	5.0
1	6	3	12	7.0
1	6	3	13	16.0
1	6	3	14	15.0
1	6	3	15	5.0
1	7	2	12	3.0
1	7	2	13	3.0
1	7	2	14	22.0
1	7	2	15	21.0
1	7	2	16	13.0
1	7	2	17	3.0
1	7	3	14	5.0
1	7	3	15	11.0
1	7	3	16	10.0
1	7	3	17	1.0
1	7	3	18	1.0
1	7	4	17	1.0
1	8	2	14	3.0
1	8	2	15	11.0
1	8	2	16	10.0
1	8	2	17	5.0
1	8	2	18	9.0
1	8	2	19	2.0
1	8	2	20	3.0
1	8	3	15	2.0
1	8	3	16	9.0
1	8	3	17	2.0
1	8	3	18	4.0
1	8	3	19	4.0
1	8	3	20	2.0
1	8	3	21	2.0
1	8	4	17	1.0
1	9	2	16	1.0
1	9	2	17	3.0
1	9	2	18	10.0
1	9	2	19	5.0
1	9	2	20	1.0
1	9	2	21	7.0
1	9	2	22	3.0
1	9	3	18	6.0
1	9	3	19	5.0
1	9	3	21	7.0
1	9	3	23	1.0
1	10	2	18	3.0
1	10	2	19	2.0
1	10	2	20	9.0
1	10	2	21	2.0
1	10	2	22	9.0
1	10	2	23	4.0
1	10	2	24	2.0
1	10	3	19	2.0
1	10	3	21	4.0
1	10	3	22	10.0
1	10	3	23	2.0
1	10	3	24	1.0
1	11	2	20	2.0
1	11	2	21	1.0
1	11	2	22	10.0
1	11	2	23	6.0
1	11	2	24	2.0
1	11	2	27	2.0
1	11	3	22	5.0
1	11	3	23	1.0
1	11	3	24	4.0
1	11	3	25	1.0
1	11	3	27	1.0
1	11	3	28	1.0
1	12	2	22	2.0
1	12	2	23	4.0
1	12	2	24	6.0
1	12	2	26	2.0
1	12	2	27	1.0
1	12	2	28	2.0
1	12	3	22	1.0
1	12	3	23	4.0
1	12	3	24	3.0
1	12	3	25	1.0
1	12	3	26	1.0
1	12	3	27	1.0
1	12	3	28	6.0
1	12	3	29	2.0
1	12	3	30	2.0
1	12	4	26	1.0
1	13	2	26	3.0
1	13	2	29	1.0
1	13	2	30	1.0
1	13	2	31	1.0
1	13	3	25	1.0
1	13	3	27	1.0
1	13	3	28	1.0
1	13	3	29	6.0
1	13	3	30	3.0
1	13	3	31	4.0
1	14	2	27	3.0
1	14	2	29	3.0
1	14	2	31	1.0
1	14	2	32	1.0
1	14	3	27	1.0
1	14	3	29	2.0
1	14	3	30	2.0
1	14	3	31	5.0
1	14	3	32	1.0
1	15	2	30	3.0
1	15	2	31	2.0
1	15	2	32	4.0
1	15	2	37	1.0
1	15	3	28	1.0
1	15	3	30	4.0
1	15	3	31	1.0
1	15	3	32	2.0
1	15	3	35	1.0
1	16	2	31	1.0
1	16	2	32	1.0
1	16	2	33	2.0
1	16	2	40	1.0
1	16	3	31	2.0
1	16	3	32	2.0
1	16	3	33	2.0
1	16	3	34	2.0
1	17	2	31	1.0
1	17	2	33	2.0
1	17	2	38	1.0
1	17	2	39	2.0
1	17	2	40	1.0
1	17	3	34	1.0
1	17	3	36	1.0
1	18	2	35	2.0
1	18	2	38	1.0
1	18	2	39	2.0
1	18	2	40	1.0
1	18	2	41	1.0
1	18	2	43	1.0
1	18	3	35	1.0
1	18	3	36	1.0
1	19	2	36	1.0
1	19	2	39	4.0
1	19	2	43	1.0
1	19	2	44	1.0
1	19	2	45	1.0
1	19	3	40	1.0
1	20	2	40	6.0
1	20	2	45	2.0
1	20	4	38	1.0
1	21	2	40	1.0
1	21	2	41	1.0
1	21	2	42	1.0
1	21	2	45	1.0
1	21	3	41	1.0
1	21	3	47	1.0
1	22	2	41	1.0
1	22	2	42	1.0
1	22	2	43	3.0
1	22	3	46	1.0
1	23	2	46	1.0
1	23	3	47	2.0
1	24	2	44	1.0
1	24	3	47	1.0
1	24	3	48	1.0
1	24	3	49	1.0
2	3	2	6	2.0
2	3	3	6	8.0
2	3	3	7	7.0
2	3	3	8	7.0
2	3	4	6	112.0
2	3	4	7	137.0
2	3	4	8	12.0
2	3	5	6	80.0
2	3	5	7	306.0
2	3	5	8	2.0
2	4	2	7	3.0
2	4	2	8	3.0
2	4	2	9	1.0
2	4	3	7	1.0
2	4	3	8	26.0
2	4	3	9	4.0
2	4	3	10	5.0
2	4	4	7	15.0
2	4	4	8	69.0
2	4	4	9	19.0
2	4	4	10	14.0
2	4	4	11	1.0
2	4	5	7	47.0
2	4	5	8	12.0
2	4	5	9	14.0
2	4	5	10	4.0
2	4	5	11	1.0
2	5	2	8	5.0
2	5	2	9	4.0
2	5	2	10	8.0
2	5	3	8	1.0
2	5	3	9	24.0
2	5	3	10	80.0
2	5	3	11	15.0
2	5	3	12	7.0
2	5	4	8	2.0
2	5	4	10	36.0
2	5	4	11	15.0
2	5	4	12	1.0
2	5	4	13	1.0
2	5	5	10	8.0
2	5	5	11	6.0
2	5	5	12	1.0
2	5	5	13	2.0
2	6	2	10	22.0
2	6	2	11	13.0
2	6	2	12	15.0
2	6	2	13	1.0
2	6	2	14	1.0
2	6	3	9	5.0
2	6	3	10	10.0
2	6	3	11	40.0
2	6	3	12	23.0
2	6	3	13	14.0
2	6	3	15	2.0
2	6	4	10	4.0
2	6	4	11	6.0
2	6	4	12	10.0
2	6	4	13	15.0
2	6	4	14	7.0
2	6	4	15	1.0
2	6	5	11	1.0
2	6	5	12	1.0
2	6	5	13	12.0
2	6	5	14	1.0
2	7	2	11	2.0
2	7	2	12	14.0
2	7	2	13	12.0
2	7	2	14	13.0
2	7	2	15	7.0
2	7	2	16	1.0
2	7	3	12	6.0
2	7	3	13	12.0
2	7	3	14	13.0
2	7	3	15	7.0
2	7	3	16	4.0
2	7	3	17	2.0
2	7	4	12	1.0
2	7	4	13	12.0
2	7	4	14	19.0
2	7	4	15	5.0
2	7	4	16	1.0
2	7	4	18	1.0
2	7	5	12	1.0
2	7	5	13	2.0
2	7	5	14	2.0
2	8	2	12	4.0
2	8	2	13	4.0
2	8	2	15	8.0
2	8	2	16	10.0
2	8	2	18	1.0
2	8	2	19	2.0
2	8	3	13	1.0
2	8	3	14	8.0
2	8	3	15	15.0
2	8	3	16	2.0
2	8	3	17	4.0
2	8	3	18	4.0
2	8	4	14	2.0
2	8	4	15	2.0
2	8	4	17	4.0
2	8	4	18	4.0
2	8	4	19	2.0
2	8	5	16	3.0
2	8	5	17	1.0
2	8	5	18	1.0
2	8	5	19	1.0
2	9	2	14	4.0
2	9	2	15	2.0
2	9	2	16	7.0
2	9	2	17	6.0
2	9	2	18	1.0
2	9	2	19	3.0
2	9	2	20	4.0
2	9	2	21	1.0
2	9	3	15	1.0
2	9	3	16	5.0
2	9	3	17	3.0
2	9	3	18	4.0
2	9	3	19	3.0
2	9	3	20	1.0
2	9	3	21	4.0
2	9	3	22	2.0
2	9	4	17	1.0
2	9	4	18	2.0
2	9	4	19	7.0
2	9	4	20	2.0
2	9	4	21	1.0
2	9	4	22	2.0
2	9	4	23	2.0
2	9	5	18	1.0
2	9	5	19	1.0
2	10	2	17	6.0
2	10	2	18	9.0
2	10	2	19	2.0
2	10	2	20	10.0
2	10	2	21	3.0
2	10	3	17	2.0
2	10	3	18	3.0
2	10	3	19	8.0
2	10	3	20	9.0
2	10	3	21	10.0
2	10	3	22	5.0
2	10	4	19	2.0
2	10	4	20	7.0
2	10	4	21	1.0
2	10	4	22	2.0
2	10	4	23	1.0
2	10	4	24	1.0
2	10	4	25	1.0
2	10	5	20	1.0
2	11	2	18	1.0
2	11	2	19	2.0
2	11	2	20	7.0
2	11	2	21	8.0
2	11	2	22	4.0
2	11	2	23	1.0
2	11	2	25	2.0
2	11	3	21	7.0
2	11	3	22	8.0
2	11	3	23	2.0
2	11	3	24	1.0
2	11	3	25	1.0
2	11	4	21	2.0
2	11	4	22	2.0
2	11	4	25	2.0
2	11	4	26	1.0
2	11	5	22	1.0
2	11	5	25	1.0
2	12	2	20	2.0
2	12	2	21	2.0
2	12	2	22	3.0
2	12	2	23	1.0
2	12	2	24	1.0
2	12	2	25	3.0
2	12	2	26	2.0
2	12	3	22	2.0
2	12	3	23	3.0
2	12	3	25	2.0
2	12	3	26	4.0
2	12	3	27	2.0
2	12	3	29	2.0
2	12	4	23	2.0
2	12	4	24	2.0
2	12	4	26	3.0
2	12	4	27	3.0
2	13	2	23	3.0
2	13	2	24	3.0
2	13	2	25	3.0
2	13	2	26	2.0
2	13	3	24	2.0
2	13	3	25	3.0
2	13	3	26	7.0
2	13	3	28	4.0
2	13	3	29	6.0
2	13	3	30	1.0
2	13	3	31	3.0
2	13	3	32	2.0
2	13	4	25	1.0
2	13	4	26	2.0
2	13	4	27	3.0
2	13	4	28	2.0
2	13	5	26	1.0
2	14	2	23	1.0
2	14	2	25	4.0
2	14	2	28	1.0
2	14	2	29	3.0
2	14	2	30	1.0
2	14	2	31	1.0
2	14	3	24	1.0
2	14	3	26	2.0
2	14	3	27	3.0
2	14	3	28	1.0
2	14	3	29	3.0
2	14	3	30	4.0
2	14	3	31	1.0
2	14	3	32	5.0
2	14	4	28	2.0
2	14	4	29	1.0
2	14	4	30	1.0
2	15	2	25	1.0
2	15	2	33	2.0
2	15	3	29	4.0
2	15	3	30	4.0
2	15	3	31	2.0
2	15	3	32	3.0
2	15	3	33	3.0
2	15	4	28	1.0
2	15	4	30	3.0
2	15	4	34	1.0
2	15	4	35	1.0
2	15	4	36	1.0
2	16	2	28	1.0
2	16	2	29	1.0
2	16	2	30	1.0
2	16	2	31	1.0
2	16	2	32	5.0
2	16	2	33	2.0
2	16	2	34	1.0
2	16	2	38	1.0
2	16	3	29	2.0
2	16	3	30	2.0
2	16	3	31	1.0
2	16	3	33	2.0
2	16	4	29	1.0
2	17	2	32	4.0
2	17	2	33	1.0
2	17	2	34	1.0
2	17	2	39	2.0
2	17	3	31	1.0
2	17	3	34	3.0
2	17	3	35	1.0
2	17	3	39	1.0
2	17	4	29	1.0
2	17	4	36	1.0
2	17	4	37	1.0
2	18	2	32	2.0
2	18	2	35	1.0
2	18	2	36	1.0
2	18	2	37	1.0
2	18	2	43	1.0
2	18	3	35	1.0
2	18	3	38	1.0
2	19	2	33	1.0
2	19	2	34	2.0
2	19	2	36	2.0
2	19	2	37	1.0
2	19	2	38	1.0
2	19	2	39	4.0
2	19	2	40	3.0
2	19	2	41	2.0
2	19	3	44	1.0
2	19	4	37	2.0
2	19	4	38	1.0
2	19	4	40	1.0
2	20	2	38	1.0
2	20	2	39	3.0
2	20	2	40	2.0
2	20	3	37	1.0
2	20	3	40	2.0
2	20	4	38	2.0
2	21	2	38	1.0
2	21	2	40	1.0
2	21	2	43	2.0
2	21	3	40	1.0
2	21	3	48	1.0
2	21	4	38	1.0
2	22	2	41	2.0
2	22	2	44	1.0
2	22	3	49	1.0
2	23	2	43	1.0
2	23	2	45	1.0
2	23	2	47	2.0
2	23	3	45	1.0
2	24	2	43	1.0
2	24	2	44	2.0
2	24	2	47	1.0
3	4	4	7	4.0
3	4	4	8	14.0
3	4	5	7	18.0
3	4	5	8	12.0
3	4	5	9	1.0
3	4	6	7	15.0
3	4	6	8	34.0
3	4	6	9	3.0
3	5	2	9	1.0
3	5	3	8	1.0
3	5	3	9	1.0
3	5	4	8	6.0
3	5	4	9	28.0
3	5	4	10	4.0
3	5	4	11	1.0
3	5	5	8	4.0
3	5	5	9	19.0
3	5	5	10	25.0
3	5	5	11	20.0
3	5	6	9	16.0
3	5	6	10	32.0
3	5	6	11	22.0
3	5	7	9	1.0
3	6	2	10	5.0
3	6	2	11	2.0
3	6	3	9	6.0
3	6	3	10	6.0
3	6	3	11	12.0
3	6	3	12	2.0
3	6	4	9	2.0
3	6	4	10	41.0
3	6	4	11	21.0
3	6	4	12	6.0
3	6	4	13	1.0
3	6	5	10	5.0
3	6	5	11	18.0
3	6	5	12	26.0
3	6	5	13	9.0
3	6	5	14	1.0
3	6	6	10	3.0
3	6	6	11	15.0
3	6	6	12	6.0
3	6	6	13	3.0
3	6	6	14	1.0
3	7	2	11	4.0
3	7	2	12	8.0
3	7	2	14	1.0
3	7	3	10	1.0
3	7	3	11	4.0
3	7	3	12	2.0
3	7	3	13	3.0
3	7	3	14	3.0
3	7	3	15	2.0
3	7	4	10	1.0
3	7	4	11	11.0
3	7	4	12	25.0
3	7	4	13	16.0
3	7	4	14	7.0
3	7	4	15	2.0
3	7	5	11	1.0
3	7	5	12	12.0
3	7	5	13	22.0
3	7	5	14	15.0
3	7	5	15	9.0
3	7	6	14	3.0
3	8	2	12	5.0
3	8	2	13	1.0
3	8	2	14	14.0
3	8	2	15	1.0
3	8	2	16	2.0
3	8	2	17	1.0
3	8	3	12	3.0
3	8	3	13	7.0
3	8	3	14	4.0
3	8	3	15	5.0
3	8	3	16	1.0
3	8	4	12	1.0
3	8	4	13	11.0
3	8	4	14	13.0
3	8	4	15	13.0
3	8	4	16	5.0
3	8	4	17	3.0
3	8	5	13	1.0
3	8	5	14	10.0
3	8	5	15	10.0
3	8	5	16	3.0
3	8	5	17	5.0
3	8	5	18	3.0
3	8	6	16	3.0
3	8	7	15	1.0
3	9	2	13	7.0
3	9	2	14	9.0
3	9	2	15	5.0
3	9	2	16	3.0
3	9	2	17	5.0
3	9	2	18	5.0
3	9	3	13	1.0
3	9	3	14	9.0
3	9	3	15	9.0
3	9	3	16	6.0
3	9	3	17	9.0
3	9	3	18	1.0
3	9	3	19	3.0
3	9	4	13	1.0
3	9	4	14	2.0
3	9	4	15	10.0
3	9	4	16	15.0
3	9	4	17	8.0
3	9	4	18	3.0
3	9	4	20	1.0
3	9	5	16	5.0
3	9	5	17	9.0
3	9	5	18	7.0
3	9	5	19	4.0
3	9	5	20	2.0
3	9	6	16	1.0
3	9	6	17	1.0
3	9	6	20	1.0
3	10	2	14	1.0
3	10	2	15	1.0
3	10	2	17	7.0
3	10	2	18	11.0
3	10	2	19	6.0
3	10	2	20	1.0
3	10	3	15	2.0
3	10	3	16	1.0
3	10	3	17	12.0
3	10	3	18	9.0
3	10	3	19	6.0
3	10	3	20	7.0
3	10	3	22	1.0
3	10	4	16	4.0
3	10	4	17	2.0
3	10	4	18	8.0
3	10	4	19	2.0
3	10	4	20	8.0
3	10	5	18	6.0
3	10	5	19	4.0
3	10	5	20	6.0
3	10	5	21	4.0
3	10	6	19	1.0
3	10	6	21	1.0
3	10	6	22	1.0
3	11	2	17	2.0
3	11	2	19	1.0
3	11	2	20	8.0
3	11	2	22	3.0
3	11	2	23	2.0
3	11	3	18	3.0
3	11	3	19	6.0
3	11	3	20	15.0
3	11	3	21	2.0
3	11	3	22	2.0
3	11	3	23	1.0
3	11	3	24	1.0
3	11	4	18	1.0
3	11	4	19	3.0
3	11	4	20	5.0
3	11	4	21	3.0
3	11	4	22	3.0
3	11	4	23	2.0
3	11	5	19	2.0
3	11	5	20	5.0
3	11	5	21	11.0
3	11	5	22	4.0
3	11	5	25	1.0
3	11	5	26	1.0
3	11	6	20	1.0
3	11	6	21	2.0
3	11	6	23	1.0
3	12	2	19	2.0
3	12	2	22	4.0
3	12	2	23	7.0
3	12	2	24	2.0
3	12	2	25	3.0
3	12	3	20	9.0
3	12	3	21	3.0
3	12	3	22	4.0
3	12	3	23	6.0
3	12	3	24	1.0
3	12	3	25	1.0
3	12	4	20	1.0
3	12	4	21	4.0
3	12	4	22	8.0
3	12	4	23	2.0
3	12	4	28	2.0
3	12	5	21	1.0
3	12	5	22	1.0
3	12	5	25	1.0
3	12	5	26	3.0
3	12	5	27	1.0
3	12	6	21	1.0
3	12	6	23	1.0
3	12	6	24	1.0
3	13	2	20	1.0
3	13	2	22	4.0
3	13	2	23	13.0
3	13	2	24	8.0
3	13	2	25	3.0
3	13	3	21	2.0
3	13	3	22	1.0
3	13	3	23	3.0
3	13	3	24	4.0
3	13	3	25	3.0
3	13	3	26	1.0
3	13	3	27	3.0
3	13	3	28	1.0
3	13	4	22	3.0
3	13	4	23	5.0
3	13	4	24	2.0
3	13	4	25	1.0
3	13	4	26	1.0
3	13	4	27	2.0
3	13	4	28	4.0
3	13	5	23	2.0
3	13	5	24	1.0
3	13	5	25	1.0
3	13	5	27	1.0
3	13	5	28	1.0
3	13	6	23	1.0
3	13	6	24	2.0
3	14	2	22	2.0
3	14	2	23	8.0
3	14	2	24	6.0
3	14	2	25	6.0
3	14	2	27	1.0
3	14	2	28	2.0
3	14	2	30	1.0
3	14	3	26	2.0
3	14	3	27	2.0
3	14	3	28	1.0
3	14	3	29	1.0
3	14	3	32	1.0
3	14	4	25	2.0
3	14	4	26	5.0
3	14	4	28	3.0
3	14	4	29	5.0
3	14	4	30	1.0
3	14	5	26	1.0
3	14	5	27	1.0
3	14	5	28	1.0
3	14	5	29	3.0
3	15	2	24	1.0
3	15	2	25	1.0
3	15	2	26	1.0
3	15	2	27	2.0
3	15	2	34	1.0
3	15	3	25	1.0
3	15	3	26	3.0
3	15	3	27	3.0
3	15	3	30	1.0
3	15	4	26	1.0
3	15	4	27	1.0
3	15	4	28	1.0
3	15	4	29	1.0
3	15	4	31	1.0
3	15	4	35	1.0
3	15	5	29	1.0
3	15	5	30	1.0
3	15	5	32	1.0
3	16	2	26	3.0
3	16	2	28	5.0
3	16	2	29	1.0
3	16	2	32	1.0
3	16	3	31	3.0
3	16	3	36	1.0
3	16	4	26	1.0
3	16	4	29	2.0
3	16	4	31	1.0
3	16	4	35	1.0
3	16	5	36	2.0
3	16	6	30	1.0
3	17	2	28	2.0
3	17	2	29	2.0
3	17	2	30	1.0
3	17	3	31	2.0
3	17	3	32	1.0
3	17	3	38	1.0
3	17	4	31	1.0
3	17	4	34	1.0
3	17	4	36	1.0
3	17	4	37	1.0
3	17	4	38	1.0
3	17	5	37	1.0
3	18	2	36	3.0
3	18	2	39	1.0
3	18	3	38	2.0
3	18	3	39	1.0
3	18	3	41	1.0
3	18	4	37	3.0
3	18	4	38	1.0
3	18	5	37	1.0
3	19	2	42	1.0
3	19	3	35	1.0
3	19	3	36	1.0
3	19	3	39	5.0
3	19	3	42	1.0
3	19	4	34	1.0
3	19	4	36	2.0
3	19	4	38	1.0
3	19	5	38	2.0
3	20	2	36	3.0
3	20	2	40	1.0
3	20	3	39	4.0
3	20	3	41	1.0
3	20	4	37	1.0
3	20	5	38	1.0
3	20	5	45	1.0
3	20	5	46	1.0
3	21	2	37	3.0
3	21	2	41	2.0
3	21	2	43	1.0
3	21	3	42	2.0
3	21	3	45	1.0
3	21	5	45	1.0
3	22	2	41	2.0
3	22	2	43	1.0
3	22	3	41	1.0
3	22	3	42	1.0
3	22	4	47	1.0
3	22	5	40	1.0
3	23	2	41	2.0
3	23	2	43	1.0
3	23	2	44	2.0
3	23	3	43	1.0
3	23	5	46	1.0
3	23	5	47	4.0
3	24	2	48	1.0
3	24	3	44	1.0
3	24	5	47	1.0
3	26	4	48	1.0
3	26	5	48	1.0
4	5	5	8	1.0
4	5	6	7	1.0
4	5	6	8	3.0
4	5	6	9	9.0
4	5	6	10	2.0
4	5	7	8	13.0
4	5	7	9	32.0
4	5	7	10	2.0
4	6	4	9	1.0
4	6	4	10	11.0
4	6	5	9	1.0
4	6	5	10	4.0
4	6	5	11	13.0
4	6	5	12	1.0
4	6	6	9	1.0
4	6	6	10	36.0
4	6	6	11	14.0
4	6	6	12	5.0
4	6	7	9	3.0
4	6	7	10	20.0
4	6	7	11	7.0
4	6	7	12	5.0
4	6	7	13	1.0
4	7	2	11	1.0
4	7	3	12	3.0
4	7	4	10	2.0
4	7	4	11	18.0
4	7	4	12	5.0
4	7	4	13	1.0
4	7	4	14	1.0
4	7	5	10	3.0
4	7	5	11	61.0
4	7	5	12	101.0
4	7	5	13	18.0
4	7	5	14	1.0
4	7	6	10	1.0
4	7	6	11	45.0
4	7	6	12	78.0
4	7	6	13	8.0
4	7	6	14	1.0
4	7	7	11	6.0
4	7	7	12	3.0
4	7	7	13	3.0
4	8	2	12	2.0
4	8	2	13	11.0
4	8	2	14	1.0
4	8	3	12	6.0
4	8	3	13	2.0
4	8	3	14	1.0
4	8	4	12	7.0
4	8	4	13	9.0
4	8	4	14	13.0
4	8	4	15	4.0
4	8	4	16	2.0
4	8	5	11	1.0
4	8	5	12	25.0
4	8	5	13	75.0
4	8	5	14	26.0
4	8	5	15	14.0
4	8	6	12	8.0
4	8	6	13	5.0
4	8	6	14	17.0
4	8	6	15	4.0
4	8	6	16	1.0
4	8	7	14	2.0
4	8	7	15	5.0
4	8	7	16	3.0
4	8	7	17	1.0
4	9	2	13	3.0
4	9	2	14	5.0
4	9	2	15	5.0
4	9	3	13	5.0
4	9	3	14	14.0
4	9	3	15	2.0
4	9	3	17	1.0
4	9	4	13	1.0
4	9	4	14	17.0
4	9	4	15	12.0
4	9	4	16	7.0
4	9	4	18	1.0
4	9	5	14	14.0
4	9	5	15	20.0
4	9	5	16	10.0
4	9	5	17	4.0
4	9	5	18	5.0
4	9	5	20	1.0
4	9	6	14	1.0
4	9	6	15	8.0
4	9	6	16	4.0
4	9	6	17	3.0
4	9	6	18	3.0
4	9	6	19	1.0
4	9	6	20	1.0
4	9	7	15	5.0
